Under five mortality,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Mauritius,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,427.86,397.21,368.76,342.35,317.83,295.06,273.93,254.31,236.09,219.18,203.48,227.77,351.19,274.71,270.05,251.47,242.48,249.7,225.92,216.59,268.45,284.37,335.02,270.05,281.07,249.7,299.15,266.83,212.85,284.37,273.18,336.63,351.19,308.99,343.12,483.95,387.72,310.63,286.02,330.14,362.47,318.75,251.47,225.92,312.26,281.07,261.86,305.71,268.45,253.24,242.48,286.02,227.77,231.47,270.05,220.33,290.95,323.62,344.71,314.89,287.64,261.83,246.08,224.02,201.58,201.57,235.11,212.8,225.87,321.91,330.05,258.38,209.03,205.28,222.12,227.69,249.6,265.09,256.62,263.42,214.62,265.07,227.66,225.8,305.55,233.19,175.2,302.25,132.9,106.82,120.56,115.35,138.27,115.35,128.91,135.4,121.1,111.7,105.8,102.1,98.6,93.4,87,83.6,86.4,92.7,96.1,92.7,86.9,82.9,81,79.4,76.9,72.3,65.2,57.4,50.8,46.2,42.9,40.3,37.7,34.7,31.3,28.9,28.4,29,28.8,27.1,24.9,23.1,21.8,21.2,21.2,21.6,22.2,22.7,22.6,21.6,20.2,18.6,17.1,16.1,15.6,15.6,15.7,15.9,16,15.8,15.5,15.2,14.9,14.6,14.3,13.9,13.5
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.24,34.95,32.8,30.79,28.9,27.12,25.45,23.89,22.42,21.04,19.75,18.53,17.4,16.33,15.33,14.38,13.5,12.67,11.9,11.17,10.48,9.84,9.23,8.67,8.14,7.64,7.17,6.72,6.31,5.92,5.56,5.23,4.94,4.69,4.47,4.27
Mexico,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,487.15,504.87,523.15,542.03,491.53,450.55,460.09,497.15,485.24,514.67,476.06,488.6,463.91,459.2,453.07,484.69,468.23,465.97,455.4,447.64,471.46,464.76,456.77,450.23,443.74,436.06,429.73,423.54,416.09,410.04,404.04,396.88,391.04,379.28,386.42,393.64,367.5,299.96,361.74,350.41,340.41,323.13,314.72,325.3,314.77,291.35,311.7,326.39,298.49,239.6,298.55,264.6,290.64,260.99,256.44,246.5,240.33,226.42,208.78,229.21,219.37,209.96,200.95,192.32,184.07,176.17,168.61,161.37,154.44,147.82,142.94,138.26,133.78,129.7,127.3,124.6,122,119.1,115.8,112.3,108.6,104.9,101.1,97.7,94.5,91.5,88.6,85.6,82.4,78.8,75.1,71.3,67.6,64.3,61.4,58.7,56.2,53.8,51.4,49,46.6,44.1,41.7,39.4,37.2,35,33,31,29.1,27.3,25.6,24.1,22.6,21.4,20.4,19.5,18.9,18.4,17.9,17.4,16.8,16,15.3,14.5,13.8,13.2
"Micronesia, Fed. Sts.",450.56,447.59,444.65,441.72,438.81,435.93,433.06,430.21,427.37,424.56,421.77,418.99,416.23,413.49,410.77,408.07,405.38,402.71,400.06,397.43,394.81,392.21,389.63,387.07,384.52,381.99,379.48,376.98,374.5,372.03,369.58,367.15,364.73,362.33,359.95,357.58,355.22,352.89,350.56,348.26,345.96,343.69,341.42,339.18,336.95,334.73,332.52,330.34,328.16,326,323.86,321.72,319.61,317.5,315.41,313.34,311.27,309.23,307.19,305.17,303.16,301.16,299.18,297.21,295.26,293.31,291.38,289.46,287.56,285.67,283.79,281.92,280.06,278.22,276.39,274.57,272.76,270.97,269.18,267.41,265.65,263.9,262.16,260.44,258.72,257.02,255.33,253.65,251.98,250.32,248.67,247.04,245.41,243.8,242.19,240.6,239.01,237.44,235.88,234.32,232.78,231.25,229.73,228.22,226.71,225.22,223.74,222.27,220.8,219.35,217.91,216.47,215.05,213.63,212.23,210.83,209.44,208.06,206.69,205.33,203.98,202.64,201.3,199.98,198.66,197.36,196.06,194.77,193.48,192.21,190.95,189.69,188.44,187.2,185.97,184.74,183.53,182.32,181.12,179.93,178.74,177.57,176.39,175.22,174.06,172.91,171.76,170.62,169.49,168.37,167.25,165.28,161.85,158.23,154.45,150.53,146.45,142.29,138,133.78,129.64,125.56,121.57,117.62,113.73,109.88,106.07,102.34,98.78,95.41,92.23,88.68,84.88,81.24,77.75,74.42,71.22,68.17,65.24,62.44,61.59,57.2,58,58.7,59,59,58.6,58,57.1,56.3,55.6,55.2,55,55.1,55.3,55.6,55.9,56,55.6,54.9,53.9,52.8,51.6,50.2,48.8,47.4,45.9,44.6,43.1,42,40.7,39.4,38.2,37,35.8,34.7
Moldova,396.8,396.06,395.33,394.59,393.86,393.13,392.4,391.67,390.95,390.22,389.5,388.77,388.05,387.33,386.61,385.89,385.18,384.46,383.75,383.04,382.33,381.62,380.91,380.2,379.5,378.79,378.09,377.39,376.69,375.99,375.29,374.59,373.9,373.2,372.51,371.82,371.13,370.44,369.75,369.06,368.38,367.7,367.01,366.33,365.65,364.97,364.3,363.62,362.94,362.27,361.6,360.93,360.26,359.59,358.92,358.25,357.59,356.93,356.26,355.6,354.94,354.28,353.63,352.97,352.31,351.66,351.01,350.36,349.71,349.06,348.41,347.76,347.12,346.47,345.83,345.19,344.55,343.91,343.27,342.63,341.99,341.36,340.73,340.09,339.46,338.83,338.2,337.58,336.95,336.32,335.7,335.08,334.45,333.83,333.21,332.6,331.98,331.36,330.75,330.13,329.52,325.19,320.91,316.69,312.52,308.41,304.36,300.35,296.4,292.51,288.66,284.86,281.12,277.42,273.77,270.17,266.62,263.11,259.65,256.24,252.87,249.54,246.26,243.02,239.82,236.67,233.56,230.48,227.45,224.46,221.51,216.16,211.02,206,201.1,196.31,191.64,187.08,182.63,178.28,174.04,169.9,165.86,161.91,158.06,154.3,150.62,147.04,143.54,140.12,136.79,134.38,131.28,127.38,124.04,120.58,117.05,113.4,109.68,106.66,103.05,99.55,95.35,91.33,87.48,83.79,80.26,76.87,73.63,70.52,67.55,64.7,62.9,61.3,59.5,57.7,56.1,54.5,53.1,51.7,50.3,48.9,47.2,45.2,43.1,40.9,38.8,36.7,34.9,33.6,33.1,33.3,34.2,35.6,37,38.2,38.5,38,36.6,34.3,31.4,28.4,25.4,22.9,20.9,19.5,18.6,18,17.6,17.3,17.1,16.9,16.7,16.4,16.1,15.8
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,7.8,7.4,7.1,6.8,6.5,6.2,6,5.8,5.5,5.3,5.2,5,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,3.6,3.5
Mongolia,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.04,420.03,420,419.93,419.82,419.66,419.43,419.13,418.77,418.34,417.85,417.29,416.67,415.98,415.22,414.4,413.52,412.6,411.65,410.68,409.69,408.71,407.72,406.73,405.75,404.76,403.78,402.79,401.81,400.82,399.83,398.85,397.86,396.88,395.89,394.91,393.92,392.93,391.95,390.96,389.98,388.99,388.01,387.02,386.04,385.05,384.17,383.31,382.43,381.56,380.68,379.81,378.93,354.12,329.4,306.84,284.26,263.58,260.01,256.49,253.01,249.58,246.2,242.87,239.58,236.33,233.13,229.97,226.86,223.78,220.75,217.76,214.81,211.9,209.03,206.2,203.4,200.65,197.93,195.24,192.6,189.99,187.42,184.88,182.37,179.9,172.7,165.9,159.4,153.3,147.4,141.5,135.8,130,124.2,118.5,113.1,107.8,102.8,98,93.4,89,84.6,80.3,75.9,71.5,67.1,62.7,58.4,54.3,50.4,46.8,43.4,40.3,37.4,34.8,32.3,30,28,26.2,24.7,23.5,22.4
Montenegro,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.2,375.19,375.16,375.1,375.01,374.86,374.65,374.39,374.07,373.69,373.24,372.75,372.19,371.57,370.9,370.16,369.38,368.56,367.71,366.84,365.96,365.08,364.2,363.32,362.43,361.55,360.67,359.79,349.79,339.98,330.37,320.94,311.67,302.56,294.63,285.85,277.22,268.74,260.39,252.21,244.18,236.28,228.52,220.89,213.4,206.06,198.84,191.76,185.58,178.71,171.98,165.37,158.88,152.53,146.3,140.2,134.2,128.32,127.32,124.96,122.45,119.17,115.77,111,106.83,101.4,96.71,91.57,86.59,81.75,77.58,73.53,69.57,65.74,62.47,58.93,55.57,52.38,49.83,47.39,45.5,43.63,41.57,39.61,37.74,35.96,34.26,30.25,29.68,29.03,28.31,26.9,24.6,22.4,20.5,18.9,17.6,16.6,16,15.6,15.3,15.2,15.1,15,14.9,14.6,14.3,13.8,13.2,12.6,11.9,11.1,10.4,9.6,8.9,8.1,7.4,6.8,6.2,5.7,5.3,5,4.7
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.44,403.43,403.4,403.34,403.23,403.07,402.85,402.57,402.22,401.81,401.34,400.8,400.2,399.54,398.81,398.02,397.18,396.3,395.38,394.45,393.5,392.55,391.61,390.66,389.56,388.48,387.38,386.28,385.2,384.1,383.01,381.93,380.84,379.74,378.66,377.57,376.48,375.41,374.32,373.23,372.16,371.07,369.98,368.91,367.83,366.74,365.67,364.59,350.09,335.99,322.27,308.91,304.91,300.96,297.06,293.21,289.41,285.66,281.96,278.3,274.7,271.14,265.32,259.7,254.4,249.3,244.3,239.4,234.5,229.6,224.5,219.3,214.1,208.7,203.4,198.1,193.2,188.7,184.4,180.4,176.1,171.4,166.2,160.4,154.1,147.4,140.6,133.8,127.2,120.8,114.6,108.6,103,97.7,92.7,88.1,84,80.1,76.5,73,69.7,66.4,63.3,60.3,57.5,54.8,52.3,50,47.9,45.8,43.9,42.1,40.4,38.8,37.3,35.8,34.5,33.1,31.9,30.7,29.7,28.6,27.6
Mozambique,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.78,439.75,439.68,439.56,439.39,439.15,438.84,438.46,438.01,437.5,436.91,436.26,435.54,434.75,433.89,432.97,432.01,431.01,429.99,428.96,427.92,426.89,425.86,424.83,423.79,422.76,421.73,420.7,419.67,418.69,417.72,416.75,415.78,414.81,413.82,412.85,411.88,410.91,409.93,408.95,407.98,407,406.03,405.06,404.07,403.1,402.12,401.15,400.17,399.18,398.21,397.23,396.25,395.28,394.29,393.31,392.33,388.99,382.09,374.87,367.22,355.22,343.61,332.38,321.52,311.01,300.84,291.01,281.5,280.8,279.8,278.9,278.1,277.1,276.2,275.1,273.8,272.7,271.6,270,268.6,267.4,266,265,263.9,263.1,262.5,261.5,260.4,258.8,256.8,254.1,251.1,247.8,244.5,241.2,237.9,234.1,229.8,224.6,218.5,211.4,203.4,194.6,185.5,176.5,168,160,152.7,146,139.7,133.7,128,120.9,114.4,108.7,103.8,98.9,93,87.2,83.4,80.6
Myanmar,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.13,433.12,433.08,433.01,432.9,432.73,432.49,432.19,431.82,431.38,430.87,430.29,429.65,428.94,428.16,427.31,426.41,425.46,424.48,423.47,422.45,421.44,420.42,419.41,418.39,417.37,416.36,415.34,414.32,413.31,412.29,411.27,410.26,409.24,408.23,407.21,406.28,405.37,404.44,403.51,402.59,401.66,400.73,399.81,398.88,397.96,397.03,396.09,395.17,429.05,421.7,425.76,426.02,413.68,400.4,388.65,373.68,358.04,348.94,340.06,331.41,322.98,314.77,306.76,298.96,291.35,283.94,276.72,263.58,251.06,239.14,227.78,216.97,206.66,196.85,187.5,183.3,179.2,175.2,171.2,167.1,163.2,159.1,155.3,151.2,147.3,143.6,140,136.7,133.4,130.3,127.2,124.3,121.3,118.5,115.6,112.7,109.9,107,104.1,101.1,98.2,95.4,92.7,90,87.4,84.8,82.3,79.9,77.5,75.2,72.8,70.5,68.1,65.8,87.2,61.4,59.3,57.2,55.3,53.5,51.7,50
Namibia,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.33,412.29,412.23,412.12,411.96,411.73,411.44,411.09,410.67,410.19,409.64,409.03,408.35,407.61,406.8,405.94,405.04,404.1,403.14,402.18,401.21,400.24,399.27,398.31,397.34,396.37,395.4,394.44,393.47,392.5,391.53,390.57,389.6,388.63,387.42,386.22,385.02,383.81,382.61,381.42,380.21,379.01,377.81,376.63,375.43,374.23,373.04,362.7,352.56,342.68,334.04,324.5,315.15,305.98,297,288.19,279.54,262.64,246.77,231.85,217.83,204.66,192.29,180.67,169.74,159.48,149.84,140.4,131.55,123.26,115.49,108.21,101.39,95,95.6,96.1,96.6,97.2,97.8,98.4,98.9,99.4,99.9,100.1,100.1,99.7,98.7,97.1,94.9,92.3,89.2,85.8,82.4,79.1,76,73,70.4,68.1,66.3,65.2,64.9,65.2,66,67.3,68.7,70.1,71.4,72.1,72.4,72.4,71.7,70.7,68.7,65.2,62.2,58.6,55.4,53.6,51.9,49.5,47.7,46.7
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9,54.9,53.1,51.3,49.6,48,46.4,44.9,43.5,42.2,41.2,40.3,39.5,39,38.8,38.7,39,39.3,39.7,39.7,39.4,38.8,38.1,37.2,36.3,35.4
Nepal,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.24,407.23,407.2,407.13,407.03,406.87,406.64,406.36,406.01,405.59,405.11,404.57,403.97,403.3,402.57,401.77,400.92,400.03,399.01,397.96,396.91,395.86,394.8,393.76,392.7,391.65,390.6,389.56,388.5,387.45,386.4,385.35,384.31,383.26,382.22,381.17,380.12,379.08,378.03,376.99,375.94,374.9,373.86,372.82,371.77,370.73,369.69,368.65,367.61,364.51,361.43,358.38,355.35,352.35,349.38,346.43,343.5,340.6,339.9,339.3,338.6,337.8,336.7,335.8,334.3,332.9,330.4,327.1,323,318.1,312.6,306.5,300,293.1,286.3,279.8,273.6,267.6,261.8,256.2,250.8,245.3,239.8,234.2,228.3,222.2,215.8,209.4,202.9,196.3,189.8,183.2,176.5,169.5,162.3,155.1,147.9,140.7,133.6,126.7,120,113.7,107.7,101.8,96.3,90.8,85.6,80.6,75.9,71.5,67.4,63.5,60,56.6,53.6,50.7,48,45.4,43.1,40.9,39,37.4,35.8
Netherlands,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,317.33,311.28,305.34,299.51,293.8,288.2,282.7,277.31,272.02,266.83,277.76,321.99,274.71,266.83,273.18,373.78,338.26,295.89,274.71,293.67,303.62,315.44,293.12,297.63,343.12,308.95,341.71,329.82,389.56,317.48,332.84,314.73,320.31,315.25,341.46,331.39,310.04,337.31,288.8,327.62,368.62,344.52,312.46,286.9,324.95,300.35,284.67,298.75,282.96,314.23,276.25,268.56,283.34,305.21,270.48,295.82,255.51,267.25,267.12,259.17,263.03,262.46,248.64,230.93,244.29,226.41,214.37,225.98,215.05,221.3,229.32,202.27,196.83,207.52,190.35,185.36,171.63,185.49,154.11,161.36,188.41,137.97,140.44,143.21,135.23,140.84,140.55,179.23,149.92,123.83,115.34,105.51,94.43,83.01,81.55,85.93,83.49,73.86,81.86,70.29,67.28,62.44,56.88,56.38,52.45,52.03,49.26,49.47,44.89,52.06,56.83,54.14,62.11,70.77,103.79,62.09,41.86,35.88,33.4,31.9,30.4,29,27.6,26.3,25.1,24,23.1,22.2,21.5,20.8,20.3,19.7,19.3,18.8,18.3,17.9,17.4,16.9,16.4,15.8,15.3,14.7,14.1,13.6,13.1,12.6,12.1,11.6,11.2,10.9,10.6,10.4,10.2,9.9,9.7,9.5,9.2,8.9,8.6,8.3,8,7.7,7.4,7.1,6.9,6.7,6.5,6.4,6.3,6.2,6.1,5.9,5.7,5.6,5.4,5.2,5,4.8,4.6,4.4,4.3,4.2,4,3.9,3.8
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,47.51,45.34,43.28,41.34,39.51,37.79,36.18,34.67,33.25,31.91,30.66,29.48,28.37,27.33,26.33,25.39,24.5,23.66,22.85,22.09,21.37,20.69,20.04,19.43,18.84,18.29,17.76,17.26,16.78,16.32,15.86,15.43,15,14.58,14.18
New Zealand,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,346.08,306.33,271.15,240.01,212.44,188.04,166.45,147.33,130.41,115.43,173.43,186.57,167.82,149.27,145.6,141.98,145.6,136.56,118.9,149.27,164.08,165.95,197.85,154.8,132.98,120.64,162.22,136.56,134.77,127.65,156.65,112,129.42,145.6,138.36,98.52,112,112,132.98,129.42,127.65,115.43,127.65,108.59,100.18,113.71,141.98,105.2,98.52,118.9,115.43,98.52,93.6,84.24,129.42,93.6,84.24,93.44,74.75,66.96,79.14,66.73,66.61,66.5,61.92,61.82,57.34,66.04,61.49,52.76,55.51,49.78,55.32,55.22,56.55,49.43,45.27,46.53,45.11,46.37,46.28,47.55,50.2,50.11,47.3,62.53,51.2,44.39,48.3,44.23,46.79,46.7,41.4,37.53,34.9,33.64,36.3,35.5,34.8,33.9,33,32.1,31.3,30.7,30.1,29.5,28.8,27.9,26.8,25.8,24.7,23.8,23.1,22.5,22,21.6,21.2,20.8,20.3,19.9,19.4,18.9,18.3,17.7,17.1,16.6,16.1,15.6,15.2,14.8,14.5,14.2,13.8,13.4,12.9,12.4,11.8,11.2,10.6,10,9.5,9.1,8.7,8.4,8.1,7.8,7.6,7.4,7.2,7,6.9,6.7,6.6,6.5,6.4,6.4,6.3,6.2,6.1,6,5.9,5.8,5.7
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
